2017-02-12 23:33:35,225 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-0.csv
2017-02-12 23:44:50,571 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-15.csv
2017-02-12 23:44:50,571 - ___log_ - INFO - Start loading; 2011-15
2017-02-12 23:44:51,222 - ___log_ - INFO - Doing regression 0.21; 2012-14
2017-02-12 23:44:51,611 - ___log_ - INFO - Doing regression 0.78; 2009-12
2017-02-12 23:44:55,943 - ___log_ - INFO - Doing regression 0.47; 2010-12
2017-02-12 23:44:58,500 - ___log_ - INFO - Doing regression 0.31; 2012-14
2017-02-12 23:45:01,638 - ___log_ - INFO - Doing regression 0.88; 2009-12
2017-02-12 23:45:02,817 - ___log_ - INFO - Doing regression 0.56; 2010-12
2017-02-12 23:45:03,523 - ___log_ - INFO - Doing regression 0.42; 2012-14
2017-02-12 23:45:09,346 - ___log_ - INFO - Doing regression 0.52; 2012-14
2017-02-12 23:45:10,783 - ___log_ - INFO - Doing regression 0.65; 2010-12
2017-02-12 23:45:12,927 - ___log_ - INFO - Doing regression 0.98; 2009-12
2017-02-12 23:45:13,691 - ___log_ - INFO - Doing regression 0.62; 2012-14
2017-02-12 23:45:14,112 - ___log_ - INFO - Start pickling; 2009-12
2017-02-12 23:45:14,390 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-13.csv
2017-02-12 23:45:14,390 - ___log_ - INFO - Start loading; 2009-13
2017-02-12 23:45:18,076 - ___log_ - INFO - Doing regression 0.75; 2010-12
2017-02-12 23:45:19,973 - ___log_ - INFO - Doing regression 0.73; 2012-14
2017-02-12 23:45:22,145 - ___log_ - INFO - Doing regression 0.00; 2011-15
2017-02-12 23:45:25,734 - ___log_ - INFO - Doing regression 0.84; 2010-12
2017-02-12 23:45:26,300 - ___log_ - INFO - Doing regression 0.83; 2012-14
2017-02-12 23:45:28,280 - ___log_ - INFO - Doing regression 0.10; 2011-15
2017-02-12 23:45:30,177 - ___log_ - INFO - Doing regression 0.93; 2010-12
2017-02-12 23:45:32,185 - ___log_ - INFO - Doing regression 0.94; 2012-14
2017-02-12 23:45:33,668 - ___log_ - INFO - Doing regression 0.20; 2011-15
2017-02-12 23:45:34,919 - ___log_ - INFO - Start pickling; 2010-12
2017-02-12 23:45:35,178 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-13.csv
2017-02-12 23:45:35,179 - ___log_ - INFO - Start loading; 2010-13
2017-02-12 23:45:36,446 - ___log_ - INFO - Start pickling; 2012-14
2017-02-12 23:45:36,654 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-15.csv
2017-02-12 23:45:36,654 - ___log_ - INFO - Start loading; 2012-15
2017-02-12 23:45:39,269 - ___log_ - INFO - Doing regression 0.31; 2011-15
2017-02-12 23:45:43,827 - ___log_ - INFO - Doing regression 0.41; 2011-15
2017-02-12 23:45:48,978 - ___log_ - INFO - Doing regression 0.51; 2011-15
2017-02-12 23:45:54,076 - ___log_ - INFO - Doing regression 0.61; 2011-15
2017-02-12 23:45:55,481 - ___log_ - INFO - Doing regression 0.00; 2009-13
2017-02-12 23:45:59,839 - ___log_ - INFO - Doing regression 0.71; 2011-15
2017-02-12 23:46:03,570 - ___log_ - INFO - Doing regression 0.10; 2009-13
2017-02-12 23:46:07,401 - ___log_ - INFO - Doing regression 0.82; 2011-15
2017-02-12 23:46:09,372 - ___log_ - INFO - Doing regression 0.00; 2012-15
2017-02-12 23:46:12,160 - ___log_ - INFO - Doing regression 0.20; 2009-13
2017-02-12 23:46:16,145 - ___log_ - INFO - Doing regression 0.92; 2011-15
2017-02-12 23:46:16,838 - ___log_ - INFO - Doing regression 0.10; 2012-15
2017-02-12 23:46:19,219 - ___log_ - INFO - Doing regression 0.29; 2009-13
2017-02-12 23:46:20,986 - ___log_ - INFO - Start pickling; 2011-15
2017-02-12 23:46:21,193 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-16.csv
2017-02-12 23:46:21,193 - ___log_ - INFO - Start loading; 2011-16
2017-02-12 23:46:21,735 - ___log_ - INFO - Doing regression 0.21; 2012-15
2017-02-12 23:46:22,176 - ___log_ - INFO - Doing regression 0.00; 2010-13
2017-02-12 23:46:25,593 - ___log_ - INFO - Doing regression 0.39; 2009-13
2017-02-12 23:46:29,777 - ___log_ - INFO - Doing regression 0.09; 2010-13
2017-02-12 23:46:30,386 - ___log_ - INFO - Doing regression 0.31; 2012-15
2017-02-12 23:46:30,858 - ___log_ - INFO - Doing regression 0.49; 2009-13
2017-02-12 23:46:36,306 - ___log_ - INFO - Doing regression 0.42; 2012-15
2017-02-12 23:46:39,744 - ___log_ - INFO - Doing regression 0.59; 2009-13
2017-02-12 23:46:41,142 - ___log_ - INFO - Doing regression 0.19; 2010-13
2017-02-12 23:46:42,964 - ___log_ - INFO - Doing regression 0.52; 2012-15
2017-02-12 23:46:49,365 - ___log_ - INFO - Doing regression 0.28; 2010-13
2017-02-12 23:46:49,518 - ___log_ - INFO - Doing regression 0.00; 2011-16
2017-02-12 23:46:49,771 - ___log_ - INFO - Doing regression 0.69; 2009-13
2017-02-12 23:46:50,188 - ___log_ - INFO - Doing regression 0.62; 2012-15
2017-02-12 23:46:55,194 - ___log_ - INFO - Doing regression 0.37; 2010-13
2017-02-12 23:46:56,184 - ___log_ - INFO - Doing regression 0.73; 2012-15
2017-02-12 23:46:56,216 - ___log_ - INFO - Doing regression 0.10; 2011-16
2017-02-12 23:47:00,252 - ___log_ - INFO - Doing regression 0.83; 2012-15
2017-02-12 23:47:00,537 - ___log_ - INFO - Doing regression 0.47; 2010-13
2017-02-12 23:47:01,428 - ___log_ - INFO - Doing regression 0.20; 2011-16
2017-02-12 23:47:01,885 - ___log_ - INFO - Doing regression 0.78; 2009-13
2017-02-12 23:47:05,285 - ___log_ - INFO - Doing regression 0.31; 2011-16
2017-02-12 23:47:06,914 - ___log_ - INFO - Doing regression 0.94; 2012-15
2017-02-12 23:47:07,408 - ___log_ - INFO - Doing regression 0.56; 2010-13
2017-02-12 23:47:09,011 - ___log_ - INFO - Doing regression 0.41; 2011-16
2017-02-12 23:47:10,510 - ___log_ - INFO - Doing regression 0.88; 2009-13
2017-02-12 23:47:11,508 - ___log_ - INFO - Start pickling; 2012-15
2017-02-12 23:47:11,709 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-16.csv
2017-02-12 23:47:11,710 - ___log_ - INFO - Start loading; 2012-16
2017-02-12 23:47:14,059 - ___log_ - INFO - Doing regression 0.65; 2010-13
2017-02-12 23:47:14,637 - ___log_ - INFO - Doing regression 0.51; 2011-16
2017-02-12 23:47:17,762 - ___log_ - INFO - Doing regression 0.98; 2009-13
2017-02-12 23:47:18,065 - ___log_ - INFO - Start pickling; 2009-13
2017-02-12 23:47:18,359 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-14.csv
2017-02-12 23:47:18,359 - ___log_ - INFO - Start loading; 2009-14
2017-02-12 23:47:19,861 - ___log_ - INFO - Doing regression 0.75; 2010-13
2017-02-12 23:47:21,325 - ___log_ - INFO - Doing regression 0.61; 2011-16
2017-02-12 23:47:28,147 - ___log_ - INFO - Doing regression 0.84; 2010-13
2017-02-12 23:47:29,216 - ___log_ - INFO - Doing regression 0.71; 2011-16
2017-02-12 23:47:33,691 - ___log_ - INFO - Doing regression 0.93; 2010-13
2017-02-12 23:47:34,248 - ___log_ - INFO - Doing regression 0.82; 2011-16
2017-02-12 23:47:37,557 - ___log_ - INFO - Doing regression 0.92; 2011-16
2017-02-12 23:47:38,164 - ___log_ - INFO - Start pickling; 2010-13
2017-02-12 23:47:38,413 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-14.csv
2017-02-12 23:47:38,413 - ___log_ - INFO - Start loading; 2010-14
2017-02-12 23:47:40,041 - ___log_ - INFO - Start pickling; 2011-16
2017-02-12 23:47:40,196 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-17.csv
2017-02-12 23:47:40,197 - ___log_ - INFO - Start loading; 2011-17
2017-02-12 23:47:44,139 - ___log_ - INFO - Doing regression 0.00; 2012-16
2017-02-12 23:47:51,915 - ___log_ - INFO - Doing regression 0.10; 2012-16
2017-02-12 23:48:01,065 - ___log_ - INFO - Doing regression 0.21; 2012-16
2017-02-12 23:48:08,005 - ___log_ - INFO - Doing regression 0.31; 2012-16
2017-02-12 23:48:15,383 - ___log_ - INFO - Doing regression 0.42; 2012-16
2017-02-12 23:48:20,457 - ___log_ - INFO - Doing regression 0.00; 2011-17
2017-02-12 23:48:20,722 - ___log_ - INFO - Doing regression 0.00; 2009-14
2017-02-12 23:48:21,570 - ___log_ - INFO - Doing regression 0.52; 2012-16
2017-02-12 23:48:27,688 - ___log_ - INFO - Doing regression 0.62; 2012-16
2017-02-12 23:48:27,903 - ___log_ - INFO - Doing regression 0.10; 2011-17
2017-02-12 23:48:35,524 - ___log_ - INFO - Doing regression 0.20; 2011-17
2017-02-12 23:48:37,023 - ___log_ - INFO - Doing regression 0.73; 2012-16
2017-02-12 23:48:38,364 - ___log_ - INFO - Doing regression 0.10; 2009-14
2017-02-12 23:48:41,035 - ___log_ - INFO - Doing regression 0.00; 2010-14
2017-02-12 23:48:46,238 - ___log_ - INFO - Doing regression 0.83; 2012-16
2017-02-12 23:48:46,308 - ___log_ - INFO - Doing regression 0.31; 2011-17
2017-02-12 23:48:49,898 - ___log_ - INFO - Doing regression 0.20; 2009-14
2017-02-12 23:48:50,757 - ___log_ - INFO - Doing regression 0.09; 2010-14
2017-02-12 23:48:51,771 - ___log_ - INFO - Doing regression 0.94; 2012-16
2017-02-12 23:48:52,363 - ___log_ - INFO - Doing regression 0.41; 2011-17
2017-02-12 23:48:56,455 - ___log_ - INFO - Start pickling; 2012-16
2017-02-12 23:48:56,688 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-17.csv
2017-02-12 23:48:56,688 - ___log_ - INFO - Start loading; 2012-17
2017-02-12 23:48:57,342 - ___log_ - INFO - Doing regression 0.19; 2010-14
2017-02-12 23:48:57,891 - ___log_ - INFO - Doing regression 0.51; 2011-17
2017-02-12 23:48:58,706 - ___log_ - INFO - Doing regression 0.29; 2009-14
2017-02-12 23:49:03,279 - ___log_ - INFO - Doing regression 0.61; 2011-17
2017-02-12 23:49:04,180 - ___log_ - INFO - Doing regression 0.28; 2010-14
2017-02-12 23:49:09,603 - ___log_ - INFO - Doing regression 0.39; 2009-14
2017-02-12 23:49:11,330 - ___log_ - INFO - Doing regression 0.71; 2011-17
2017-02-12 23:49:11,761 - ___log_ - INFO - Doing regression 0.37; 2010-14
2017-02-12 23:49:17,208 - ___log_ - INFO - Doing regression 0.82; 2011-17
2017-02-12 23:49:21,685 - ___log_ - INFO - Doing regression 0.47; 2010-14
2017-02-12 23:49:22,334 - ___log_ - INFO - Doing regression 0.49; 2009-14
2017-02-12 23:49:23,190 - ___log_ - INFO - Doing regression 0.92; 2011-17
2017-02-12 23:49:27,727 - ___log_ - INFO - Start pickling; 2011-17
2017-02-12 23:49:28,061 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-18.csv
2017-02-12 23:49:28,061 - ___log_ - INFO - Start loading; 2011-18
2017-02-12 23:49:30,812 - ___log_ - INFO - Doing regression 0.56; 2010-14
2017-02-12 23:49:34,410 - ___log_ - INFO - Doing regression 0.59; 2009-14
2017-02-12 23:49:35,754 - ___log_ - INFO - Doing regression 0.00; 2012-17
2017-02-12 23:49:37,361 - ___log_ - INFO - Doing regression 0.65; 2010-14
2017-02-12 23:49:41,795 - ___log_ - INFO - Doing regression 0.10; 2012-17
2017-02-12 23:49:45,273 - ___log_ - INFO - Doing regression 0.69; 2009-14
2017-02-12 23:49:48,106 - ___log_ - INFO - Doing regression 0.21; 2012-17
2017-02-12 23:49:49,787 - ___log_ - INFO - Doing regression 0.75; 2010-14
2017-02-12 23:49:52,862 - ___log_ - INFO - Doing regression 0.78; 2009-14
2017-02-12 23:49:55,940 - ___log_ - INFO - Doing regression 0.84; 2010-14
2017-02-12 23:49:56,872 - ___log_ - INFO - Doing regression 0.31; 2012-17
2017-02-12 23:49:59,423 - ___log_ - INFO - Doing regression 0.88; 2009-14
2017-02-12 23:50:03,050 - ___log_ - INFO - Doing regression 0.42; 2012-17
2017-02-12 23:50:05,824 - ___log_ - INFO - Doing regression 0.93; 2010-14
2017-02-12 23:50:05,930 - ___log_ - INFO - Doing regression 0.98; 2009-14
2017-02-12 23:50:08,442 - ___log_ - INFO - Doing regression 0.52; 2012-17
2017-02-12 23:50:09,918 - ___log_ - INFO - Start pickling; 2009-14
2017-02-12 23:50:10,299 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-15.csv
2017-02-12 23:50:10,299 - ___log_ - INFO - Start loading; 2009-15
2017-02-12 23:50:11,056 - ___log_ - INFO - Doing regression 0.00; 2011-18
2017-02-12 23:50:12,360 - ___log_ - INFO - Start pickling; 2010-14
2017-02-12 23:50:12,648 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-15.csv
2017-02-12 23:50:12,648 - ___log_ - INFO - Start loading; 2010-15
2017-02-12 23:50:15,570 - ___log_ - INFO - Doing regression 0.62; 2012-17
2017-02-12 23:50:17,869 - ___log_ - INFO - Doing regression 0.10; 2011-18
2017-02-12 23:50:22,427 - ___log_ - INFO - Doing regression 0.73; 2012-17
2017-02-12 23:50:22,838 - ___log_ - INFO - Doing regression 0.20; 2011-18
2017-02-12 23:50:29,226 - ___log_ - INFO - Doing regression 0.31; 2011-18
2017-02-12 23:50:29,672 - ___log_ - INFO - Doing regression 0.83; 2012-17
2017-02-12 23:50:34,881 - ___log_ - INFO - Doing regression 0.41; 2011-18
2017-02-12 23:50:35,466 - ___log_ - INFO - Doing regression 0.94; 2012-17
2017-02-12 23:50:38,303 - ___log_ - INFO - Start pickling; 2012-17
2017-02-12 23:50:38,490 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-18.csv
2017-02-12 23:50:38,490 - ___log_ - INFO - Start loading; 2012-18
2017-02-12 23:50:42,253 - ___log_ - INFO - Doing regression 0.51; 2011-18
2017-02-12 23:50:48,717 - ___log_ - INFO - Doing regression 0.61; 2011-18
2017-02-12 23:50:55,890 - ___log_ - INFO - Doing regression 0.71; 2011-18
2017-02-12 23:51:01,158 - ___log_ - INFO - Doing regression 0.00; 2009-15
2017-02-12 23:51:03,960 - ___log_ - INFO - Doing regression 0.82; 2011-18
2017-02-12 23:51:10,282 - ___log_ - INFO - Doing regression 0.00; 2010-15
2017-02-12 23:51:11,166 - ___log_ - INFO - Doing regression 0.10; 2009-15
2017-02-12 23:51:11,409 - ___log_ - INFO - Doing regression 0.00; 2012-18
2017-02-12 23:51:11,657 - ___log_ - INFO - Doing regression 0.92; 2011-18
2017-02-12 23:51:14,994 - ___log_ - INFO - Start pickling; 2011-18
2017-02-12 23:51:15,247 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-19.csv
2017-02-12 23:51:15,247 - ___log_ - INFO - Start loading; 2011-19
2017-02-12 23:51:16,240 - ___log_ - INFO - Doing regression 0.10; 2012-18
2017-02-12 23:51:20,296 - ___log_ - INFO - Doing regression 0.09; 2010-15
2017-02-12 23:51:20,768 - ___log_ - INFO - Doing regression 0.21; 2012-18
2017-02-12 23:51:22,677 - ___log_ - INFO - Doing regression 0.20; 2009-15
2017-02-12 23:51:23,353 - ___log_ - INFO - Doing regression 0.31; 2012-18
2017-02-12 23:51:28,108 - ___log_ - INFO - Doing regression 0.19; 2010-15
2017-02-12 23:51:29,963 - ___log_ - INFO - Doing regression 0.42; 2012-18
2017-02-12 23:51:31,924 - ___log_ - INFO - Doing regression 0.29; 2009-15
2017-02-12 23:51:34,651 - ___log_ - INFO - Doing regression 0.28; 2010-15
2017-02-12 23:51:35,931 - ___log_ - INFO - Doing regression 0.52; 2012-18
2017-02-12 23:51:40,189 - ___log_ - INFO - Doing regression 0.39; 2009-15
2017-02-12 23:51:41,712 - ___log_ - INFO - Doing regression 0.62; 2012-18
2017-02-12 23:51:47,241 - ___log_ - INFO - Doing regression 0.00; 2011-19
2017-02-12 23:51:49,041 - ___log_ - INFO - Doing regression 0.37; 2010-15
2017-02-12 23:51:49,232 - ___log_ - INFO - Doing regression 0.73; 2012-18
2017-02-12 23:51:51,814 - ___log_ - INFO - Doing regression 0.10; 2011-19
2017-02-12 23:51:53,976 - ___log_ - INFO - Doing regression 0.49; 2009-15
2017-02-12 23:51:55,186 - ___log_ - INFO - Doing regression 0.83; 2012-18
2017-02-12 23:51:55,330 - ___log_ - INFO - Doing regression 0.47; 2010-15
2017-02-12 23:51:57,007 - ___log_ - INFO - Doing regression 0.20; 2011-19
2017-02-12 23:52:00,681 - ___log_ - INFO - Doing regression 0.94; 2012-18
2017-02-12 23:52:02,038 - ___log_ - INFO - Doing regression 0.56; 2010-15
2017-02-12 23:52:02,299 - ___log_ - INFO - Doing regression 0.31; 2011-19
2017-02-12 23:52:02,765 - ___log_ - INFO - Doing regression 0.59; 2009-15
2017-02-12 23:52:03,783 - ___log_ - INFO - Start pickling; 2012-18
2017-02-12 23:52:03,949 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-19.csv
2017-02-12 23:52:03,950 - ___log_ - INFO - Start loading; 2012-19
2017-02-12 23:52:07,200 - ___log_ - INFO - Doing regression 0.69; 2009-15
2017-02-12 23:52:08,758 - ___log_ - INFO - Doing regression 0.41; 2011-19
2017-02-12 23:52:10,637 - ___log_ - INFO - Doing regression 0.65; 2010-15
2017-02-12 23:52:14,839 - ___log_ - INFO - Doing regression 0.51; 2011-19
2017-02-12 23:52:16,024 - ___log_ - INFO - Doing regression 0.78; 2009-15
2017-02-12 23:52:19,430 - ___log_ - INFO - Doing regression 0.75; 2010-15
2017-02-12 23:52:19,891 - ___log_ - INFO - Doing regression 0.61; 2011-19
2017-02-12 23:52:22,261 - ___log_ - INFO - Doing regression 0.88; 2009-15
2017-02-12 23:52:26,019 - ___log_ - INFO - Doing regression 0.71; 2011-19
2017-02-12 23:52:26,400 - ___log_ - INFO - Doing regression 0.84; 2010-15
2017-02-12 23:52:28,524 - ___log_ - INFO - Doing regression 0.98; 2009-15
2017-02-12 23:52:29,379 - ___log_ - INFO - Start pickling; 2009-15
2017-02-12 23:52:29,782 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-16.csv
2017-02-12 23:52:29,782 - ___log_ - INFO - Start loading; 2009-16
2017-02-12 23:52:33,160 - ___log_ - INFO - Doing regression 0.82; 2011-19
2017-02-12 23:52:33,213 - ___log_ - INFO - Doing regression 0.93; 2010-15
2017-02-12 23:52:34,078 - ___log_ - INFO - Doing regression 0.00; 2012-19
2017-02-12 23:52:37,269 - ___log_ - INFO - Doing regression 0.92; 2011-19
2017-02-12 23:52:38,845 - ___log_ - INFO - Start pickling; 2010-15
2017-02-12 23:52:39,145 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-16.csv
2017-02-12 23:52:39,145 - ___log_ - INFO - Start loading; 2010-16
2017-02-12 23:52:40,672 - ___log_ - INFO - Doing regression 0.10; 2012-19
2017-02-12 23:52:42,572 - ___log_ - INFO - Start pickling; 2011-19
2017-02-12 23:52:42,755 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2011-2.csv
2017-02-12 23:52:42,755 - ___log_ - INFO - Start loading; 2011-2
2017-02-12 23:52:45,308 - ___log_ - INFO - Doing regression 0.21; 2012-19
2017-02-12 23:52:50,835 - ___log_ - INFO - Doing regression 0.31; 2012-19
2017-02-12 23:52:55,624 - ___log_ - INFO - Doing regression 0.42; 2012-19
2017-02-12 23:52:59,680 - ___log_ - INFO - Doing regression 0.52; 2012-19
2017-02-12 23:53:05,801 - ___log_ - INFO - Doing regression 0.62; 2012-19
2017-02-12 23:53:12,561 - ___log_ - INFO - Doing regression 0.73; 2012-19
2017-02-12 23:53:17,819 - ___log_ - INFO - Doing regression 0.00; 2009-16
2017-02-12 23:53:17,842 - ___log_ - INFO - Doing regression 0.00; 2011-2
2017-02-12 23:53:19,353 - ___log_ - INFO - Doing regression 0.83; 2012-19
2017-02-12 23:53:23,377 - ___log_ - INFO - Doing regression 0.10; 2011-2
2017-02-12 23:53:25,469 - ___log_ - INFO - Doing regression 0.94; 2012-19
2017-02-12 23:53:29,592 - ___log_ - INFO - Start pickling; 2012-19
2017-02-12 23:53:29,814 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-2.csv
2017-02-12 23:53:29,815 - ___log_ - INFO - Start loading; 2012-2
2017-02-12 23:53:31,094 - ___log_ - INFO - Doing regression 0.20; 2011-2
2017-02-12 23:53:32,163 - ___log_ - INFO - Doing regression 0.00; 2010-16
2017-02-12 23:53:33,994 - ___log_ - INFO - Doing regression 0.10; 2009-16
2017-02-12 23:53:36,244 - ___log_ - INFO - Doing regression 0.31; 2011-2
2017-02-12 23:53:39,641 - ___log_ - INFO - Doing regression 0.09; 2010-16
2017-02-12 23:53:41,205 - ___log_ - INFO - Doing regression 0.41; 2011-2
2017-02-12 23:53:41,555 - ___log_ - INFO - Doing regression 0.20; 2009-16
2017-02-12 23:53:46,996 - ___log_ - INFO - Doing regression 0.19; 2010-16
2017-02-12 23:53:48,390 - ___log_ - INFO - Doing regression 0.51; 2011-2
2017-02-12 23:53:52,365 - ___log_ - INFO - Doing regression 0.29; 2009-16
2017-02-12 23:53:53,175 - ___log_ - INFO - Doing regression 0.61; 2011-2
2017-02-12 23:53:57,798 - ___log_ - INFO - Doing regression 0.28; 2010-16
2017-02-12 23:53:58,813 - ___log_ - INFO - Doing regression 0.00; 2012-2
2017-02-12 23:54:00,900 - ___log_ - INFO - Doing regression 0.71; 2011-2
2017-02-12 23:54:01,527 - ___log_ - INFO - Doing regression 0.39; 2009-16
2017-02-12 23:54:02,972 - ___log_ - INFO - Doing regression 0.10; 2012-2
2017-02-12 23:54:04,847 - ___log_ - INFO - Doing regression 0.37; 2010-16
2017-02-12 23:54:06,491 - ___log_ - INFO - Doing regression 0.82; 2011-2
2017-02-12 23:54:07,968 - ___log_ - INFO - Doing regression 0.49; 2009-16
2017-02-12 23:54:09,712 - ___log_ - INFO - Doing regression 0.21; 2012-2
2017-02-12 23:54:12,605 - ___log_ - INFO - Doing regression 0.47; 2010-16
2017-02-12 23:54:13,317 - ___log_ - INFO - Doing regression 0.92; 2011-2
